id,tagID,tagValue
515,79::84::78::275::73::127::6008::81::6763::9172::9817,alternative::indie rock::alternative rock::post-punk::rock::seen live::godlike rhythm::indie::prejebeno::so fucking good::indie luv
1750,848::25::80::72::5534::24::761,hair metal::80s::glam rock::hard rock::fucking great cover::pop::pop metal
1322,180::178::1,post-hardcore::screamo::metal
2770,79::318::127::81::12530,alternative::traditional::seen live::indie::macumba music
1306,376::177::1::183::194::9477::852,metalcore::nu metal::metal::christian rock::hardcore::mauricio::christian metal
1624,76::385::1::1889,progressive metal::melodic death metal::metal::progressive death metal
1173,376::79::186::78::127,metalcore::alternative::emocore::alternative rock::seen live
784,73::72::81::4766::213::5818::78::79::183::109::9820::10585,rock::hard rock::indie::smallville::beautiful::4m4zinq::alternative rock::alternative::christian rock::pop rock::idolo::jukebox project
2340,137::73::1::2::72::78::127::170::56::8572::79,specials to 3mmey::rock::metal::alternative metal::hard rock::alternative rock::seen live::grunge::melancholic::bad day::alternative
673,72::25::848::201::601::73::2363::3050::386::1::4711::19::231::17::191::24::4290,hard rock::80s::hair metal::guilty pleasures::swedish::rock::ultimate rock ballads::essential ballads::heavy metal::metal::random songs::80's::ballad::synth pop::instrumental::pop::s
617,181::11877,punk::awesome-ness
205,181::182::73::79::78::169::9821::127::1097,punk::punk rock::rock::alternative::alternative rock::pop punk::inlove::seen live::covers
753,81::84::79::611::5453::285::9817::73::730::5286,indie::indie rock::alternative::canadian::robots::awesome::indie luv::rock::love at first listen::the vampire diaries
1805,2031::176::182::84::283::11083,eses muleq eh da pesada::emo::punk rock::indie rock::raw::the end
909,169::73::181::10962::122,pop punk::rock::punk::melodic punk::old school
1806,14::206::79::78::73::84::6482::8303::4530::127::9820::18::130::81::26::11879::719,ambient::<3::alternative::alternative rock::rock::indie rock::skins soundtrack::tbu::post-punk revival::seen live::idolo::electronic::female vocalists::indie::atmospheric::hand claps::gossip girl
99,839::176::81::850::9950::78::8392,sad::emo::indie::cover::fossa::alternative rock::ich liebe dich
2665,73::78::265::127::79::33,rock::alternative rock::ska::seen live::alternative::experimental
994,194::25::181::127,hardcore::80s::punk::seen live
2290,1223::181::73::6725::9472,marisa mix::punk::rock::a::cesar
1703,181::182::1539,punk::punk rock::melodic hardcore
136,79::73::823::127::432::78::20,alternative::rock::brasil::seen live::brazilian::alternative rock::lounge
323,73::79::84::81::12571,rock::alternative::indie rock::indie::the spill canvas
1251,81::662::11469,indie::perfect::myfavoritesongs
906,81::87::33,indie::post-rock::experimental
2447,79::81::33::13::3113::3828::130::296::206::7588::292::425::14::10164::831::24::10691::49::11490::11933::12287::121,alternative::indie::experimental::chillout::magik::goddesses::female vocalists::indie pop::<3::ladytronica::folk::pastel::ambient::pocahontas::the best::pop::triple j::female vocalist::effy::girlamazing::melrose place::uk
2218,213::87::14::66::13::821,beautiful::post-rock::ambient::abstract::chillout::post rock
2233,33::87::14::821,experimental::post-rock::ambient::post rock
334,18::81::73::16::78::108::3829::84::79::249::364::39::7566::72::8716::8951::206::6813::213::6546::11952::12125::481,electronic::indie::rock::new wave::alternative rock::rock and roll::straight up modern rock::indie rock::alternative::garage rock::favorites::dance::kih::hard rock::indierock::songs to feel happy to::<3::time::beautiful::nyc::kind of beautiful swoonworthy and timestopping::rawr::usa
1623,84::73::1865::2140::81::18::3828::32::4289::79::74::719::2371::78::730::49::6482::364::130::7408::9172::370::9609::16::39::11877::249::11933::216::12287,indie rock::rock::my space::rock hard::indie::electronic::goddesses::avant-garde::songs ive obsessed over::alternative::synthpop::gossip girl::gorgeous::alternative rock::love at first listen::female vocalist::skins soundtrack::favorites::female vocalists::lunic::so fucking good::favorite::yeah fuckin yeah::new wave::dance::awesome-ness::garage rock::girlamazing::american::melrose place
1899,192::73::247::8235::9824::88::75::445,classic rock::rock::60s::1966::i love my dad taste::psychedelic::psychedelic rock::blues rock
2616,24::5818::130::9472::79::11692,pop::4m4zinq::female vocalists::cesar::alternative::polecane
714,78::73::187::127::169::9820::79,alternative rock::rock::electronica::seen live::pop punk::idolo::alternative
438,24::213::5818::306::7938::127::352,pop::beautiful::4m4zinq::male vocalists::pop covers::seen live::90s
436,79::296::4289::81::73::16::84::234,alternative::indie pop::songs ive obsessed over::indie::rock::new wave::indie rock::amazing
2288,24::130::8301::370::308,pop::female vocalists::lpa::favorite::latin
1182,79::73::285::176::840::6956::885::750::127::4661,alternative::rock::awesome::emo::perfect lyrics::the best songs of the world::fav songs::post hardcore::seen live::taking back sunday
141,742::5::1,brutal death metal::death metal::metal
2552,81::84::79::9182::9817::78::127::195::5286,indie::indie rock::alternative::sxsw2006::indie luv::alternative rock::seen live::british::the vampire diaries
1617,4::2047::3510::1::7974::574::3576,black metal::xxt::raw black metal::metal::lol sounds like joy division::dark ambient::norge
1053,4::5::1::181,black metal::death metal::metal::punk
322,5,death metal
311,79::81::84::3248::73::78::249::4289::4717::4938::389::642::195::6450::181::121,alternative::indie::indie rock::legendery song::rock::alternative rock::garage rock::songs ive obsessed over::arcady::my favorites::britpop::guilty pleasure::british::handclaps::punk::uk
1810,25::37::79::16::296::73::78::3049::737::81::19::3115::330::6852::275::8429::6934::8951::8956::9013::9175::2191::10559::10585::10772::11178::839::8392::11934::229::4356::121,80s::groove::alternative::new wave::indie pop::rock::alternative rock::favorite tracks::great lyrics::indie::80's::the smiths::death::fav track of a band::post-punk::calssico::favourite bands::songs to feel happy to::brega-rock::g-e-n-i-o-s::most favorite song ever::college rock::ohmydamn::jukebox project::part of my whole life::unforgattable::sad::ich liebe dich::heartbroke::epic::favorite bands::uk
2703,24::285::1671::405,pop::awesome::summer song::disney
1587,24::15::3813,pop::downtempo::crow
2110,81::134::24::130::296::84::7494::127::6976::287::9201::842::13::79,indie::singer-songwriter::pop::female vocalists::indie pop::indie rock::i like it but i dont know why::seen live::i love this song::lovely::cockney::piano rock::chillout::alternative
2270,195::396::17::74::4279::4886::18::1447::199::130::9819::11838,british::electroclash::synth pop::synthpop::mad about::female electronic::electronic::remix::electropop::female vocalists::my electro feelings::martin lee gore
75,79::81::127::364::8462::2726::9817::73::10585::781::84::11791::611,alternative::indie::seen live::favorites::lastfm::favorite songs::indie luv::rock::jukebox project::2010::indie rock::not-emo::canadian
119,24::389::79::1847::10096::127::18::84::11082::121,pop::britpop::alternative::manchester::modern-classic::seen live::electronic::indie rock::essential instrumental versions::uk
389,600::18::74,futurepop::electronic::synthpop
2566,15::13::21::2884::18::6482::238::2336::102,downtempo::chillout::trip-hop::musica para fazer sexo::electronic::skins soundtrack::sexy::favorite artist::hip-hop
635,24::30::17::18::74,pop::german::synth pop::electronic::synthpop
1344,86::61::18::74,ebm::industrial::electronic::synthpop
1031,89::3702::10243,symphonic metal::symphonic power metal::insane classical motives
462,855::1202::81::84::18::79::78::195::16::494::850::9818::1447::33::483::121,new rave::wooooooaaaaahh::indie::indie rock::electronic::alternative::alternative rock::british::new wave::synth::cover::neon space::remix::experimental::party::uk
1613,615::1::76::24,power metal::metal::progressive metal::pop
2209,87::81::18::127::79::6489::826::6628::364::185::84::73::13::14::611::11798,post-rock::indie::electronic::seen live::alternative::one of my favorite songs that i always forget about::chill::barkbarkdisco::favorites::acoustic::indie rock::rock::chillout::ambient::canadian::yay
1688,73::1136::33::127::79::5452::84::81::17::25::642::9817::611::354::11791,rock::bass::experimental::seen live::alternative::cigarettes::indie rock::indie::synth pop::80s::guilty pleasure::indie luv::canadian::fun::not-emo
1160,138::615::1::386::8048,hard rock - metal::power metal::metal::heavy metal::driving music
1035,130::376::194::6782::1,female vocalists::metalcore::hardcore::metal woman froned::metal
162,201::824::25::625::128::24::216::8506::12208,guilty pleasures::mellow::80s::soul::hit::pop::american::oscar winning songs::new wave and eighties
1686,170::2139::352::78::73::10559,grunge::halloween::90s::alternative rock::rock::ohmydamn
2543,73::1223::206::79::285::16::352::2::33::78::412::229::330::1228::185::26::8498::234::370::1040::9826::9976::387::170::11878::12209::191,rock::marisa mix::<3::alternative::awesome::new wave::90s::alternative metal::experimental::alternative rock::best band ever::epic::death::guitar solo::acoustic::atmospheric::best songs of the 00s::amazing::favorite::1996::hoy tengo ganas de llorar::my fav band::progressive rock::grunge::the songs that make me sick with butterflies::other great tracks::instrumental
749,1099::183::364::79::78,christmas blend::christian rock::favorites::alternative::alternative rock
918,73::8031::850::78::387,rock::the tea party::cover::alternative rock::progressive rock
1107,73::1097::192::184::445::25::3642,rock::covers::classic rock::soundtrack::blues rock::80s::tom petty
1502,81::134::49::730::8497::9472::292::79::24::13::210::11692::12477,indie::singer-songwriter::female vocalist::love at first listen::all the best::cesar::folk::alternative::pop::chillout::00s::polecane::great beatles cover
1341,181::73::684::78,punk::rock::punk pop::alternative rock
2282,83::546::85,jazz::jazz fusion::funk
2128,292::432::9476::693::79,folk::brazilian::thalita::mpb::alternative
1520,18::81::4279::1534,electronic::indie::mad about::indietronica
1542,73::81::84::79::1812::391::508::127::1355::78::8503::389::13::24::719,rock::indie::indie rock::alternative::noise pop::shoegaze::love::seen live::christmas::alternative rock::best christmas songs::britpop::chillout::pop::gossip girl
1431,306::81::73::18::1249::74::1::6667::24::9765::9817::10585::508::8392,male vocalists::indie::rock::electronic::powerpop::synthpop::metal::hellogoodbye::pop::hyper::indie luv::jukebox project::love::ich liebe dich
1116,18::187::81::6485::3368::9817::11798,electronic::electronica::indie::fashionably punctuated band::makes me want to dance::indie luv::yay
487,105::199::6628::354::228::642::39,house::electropop::barkbarkdisco::fun::catchy::guilty pleasure::dance
1789,73::1641::432::78::265::5994::81::693::1943::406::11161::127::11789,rock::alternativo::brazilian::alternative rock::ska::rock brasil::indie::mpb::poetry::brazil::samba-rock::seen live::los hermanos
1611,61::2726::1447::30::179,industrial::favorite songs::remix::german::gothic
312,165::14::33::292::32::2204::127::7253::2610::81::7951::8375::713::13::6943::11791::11877::67::1882,good music::ambient::experimental::folk::avant-garde::experimental rock::seen live::check::new weird america::indie::overrated hipster garbage::what they worse live::best song ever::chillout::psych pop::not-emo::awesome-ness::noise::favorite song
2080,16::525::957::275::447::25::79::3643::3::4938::623::78::6628::6804::81::195::7968::8012::8430::8951::8959::179::9432::9820::10585::18::839::4356::121,new wave::genious::scholes song::post-punk::favourites::80s::alternative::the darkness litgless::goth rock::my favorites::depression::alternative rock::barkbarkdisco::days::indie::british::dat riff::joy division::classico::songs to feel happy to::depressive synth::gothic::broken-clash::idolo::jukebox project::electronic::sad::favorite bands::uk
1925,134::79::757::290::185::292,singer-songwriter::alternative::indie folk::lesser known yet streamable artists::acoustic::folk
1668,81::84::4952::78::39::8859::9817::1136::11667,indie::indie rock::oui fm::alternative rock::dance::kicking::indie luv::bass::indie rock blase
1000,1097::176::127::169::182::10235::73,covers::emo::seen live::pop punk::punk rock::ill be ok::rock
1457,73::78::719::84::79::16::5286::9183::18::11083::309::127,rock::alternative rock::gossip girl::indie rock::alternative::new wave::the vampire diaries::new album loves::electronic::the end::electro::seen live
2010,47::1945::18::14::87::187::33::6516::1995::9819::13::11584,idm::cosmogonic::electronic::ambient::post-rock::electronica::experimental::krutt::icelandic::my electro feelings::chillout::am
2323,78::84::393::4635::836::213::26::389::73::826::9826::13::11486::11798,alternative rock::indie rock::dream pop::doves::dreamy::beautiful::atmospheric::britpop::rock::chill::hoy tengo ganas de llorar::chillout::marissa cooper::yay
